;liste_acteurs;nb_comedie;nb_drame
28275;Marlène Jobert;2;1
28276;Albert Gran;0;1
28277;Mattia De Gasperis;0;1
28278;Tsugumi Kugai;0;1
28279;Edy Angelillo;3;0
28280;Nino Segurini;1;2
28281;Jalon Christian;0;2
28282;Raini Rodriguez;1;0
28283;Michael McElhatton;1;0
28284;Frances Robinson;1;0
28285;Allan Graf;1;0
28286;Dafne Fernández;1;0
28287;Zoe Winters;0;1
28288;Anna Mielczarek;0;1
28289;Josef Gumboldt;1;0
28290;Mazin Elsadig;1;0
28291;Eli Marienthal;1;0
28292;Dong-won Kang;0;1
28293;Rossana Rory;0;2
28294;Grant Shaud;1;0
28295;Sylvain Marcel;0;1
28296;Carla Minello;0;2
28297;George Wyner;1;0
28298;Elena Karam;0;1
28299;Jack Murdock;0;2
28300;Sam Anderson;1;0
28301;Peyton Meyer;1;0
28302;Sarah Körtge;1;0
28303;Maya Stange;1;0
28304;Zhizhong Zhang;1;0
28305;Lucien Nat;0;2
28306;Alexandra Picatto;1;0
28307;Scott Whyte;1;0
28308;Francesco Dominedò;0;2
28309;Kara Donati;1;0
28310;Glynis Johns;5;0
28311;Katie Wee;1;0
28312;Raja Awasthi;0;1
28313;Arswendy Bening Swara;0;1
28314;Fiorella Campanella;0;1
28315;Grazia Orsi;0;1
28316;Colin Ferguson;1;0
28317;Bug Hall;3;0
28318;Eric Christian Olsen;7;1
28319;Marina Langner;1;0
28320;Tomio Aoki;2;2
28321;Eve Bruce;1;0
28322;Michelangelo Pulci;1;0
28323;Laura La Varnie;0;2
28324;Yorgos Pirpassopoulos;0;2
28325;Melina Borcherding;1;0
28326;Danny Glover;7;9
28327;Fabio Ferri;1;0
28328;Joe Mantell;0;1
28329;Luke Hemsworth;0;2
28330;Bill Chott;1;0
28331;Harry Carey;1;0
28332;Jo Woodcock;0;1
28333;Konstantin Stepankov;0;3
28334;Katy Carayon;1;0
28335;Mary Kostakidis;0;1
28336;Giulio Berruti;4;1
28337;Hye-Ran Yum;0;1
28338;Adrian Grenier;4;0
28339;Matilde Gioli;7;3
28340;Vitus Zeplichal;0;1
28341;Shaznay Lewis;1;0
28342;Bre Blair;1;1
28343;Francesco Sframeli;0;2
28344;Michael James Shaw;1;0
28345;Louis Negin;1;3
28346;Reynaldo Pacheco;1;0
28347;Anthony Zerbe;2;1
28348;Liana Del Balzo;3;1
28349;Alberto Di Stasio;2;2
28350;Saly Badji;1;0
28351;Joey Slotnick;1;0
28352;Kathleen Rose Perkins;1;1
28353;Raikin Ben-Ari;1;0
28354;Marion Mezadorian;1;0
28355;Oscar O'Shea;0;1
28356;Salmo;0;1
28357;Monica Antonopulos;0;2
28358;Eva Ebner;1;0
28359;Erni Mangold;0;1
28360;Lou Jacobi;3;1
28361;Peter Finch;0;8
28362;Harold Goodwin;1;0
28363;Alan Davies;1;0
28364;Maureen Thomas;1;0
28365;François Feroleto;0;1
28366;Raffaele Di Florio;0;1
28367;Jessenia Da Silva;1;0
28368;Paula Jai Parker;2;0
28369;Ashley James;0;1
28370;Ludovico Fremont;1;2
28371;Luigi De Martino;1;0
28372;Davide Sef;1;0
28373;Peppino Mazzotta;0;1
28374;Zinaida Sharko;0;2
28375;James Lance;0;1
28376;Olivia Molina;0;1
28377;Olga Durano;0;2
28378;Pina Ceparano;1;0
28379;Hassam Ghancy;0;1
28380;Eddie Barth;2;0
28381;Alexandra Krosney;1;0
28382;Gethin Anthony;0;1
28383;Magali Elali;0;1
28384;Germano Porta;1;0
28385;Gino Bechi;1;0
28386;Benedetta Mazzini;2;0
28387;Leon Clingman;0;1
28388;Lily Lavina;1;1
28389;Annika Peterson;0;1
28390;Olly Alexander;1;1
28391;Diane Salinger;1;0
28392;Selina Lo;1;0
28393;Bobby Watson;1;0
28394;Marty Hrejsa;1;0
28395;Marietou Touré;0;1
28396;Gea Martire;0;3
28397;Carson Holmes;1;0
28398;Gerard Weiss;0;2
28399;Vincent Schiavell;0;1
28400;Gian Keys;1;0
28401;Simone Guarany;2;0
28402;Vica Kerekes;1;0
28403;Maria Abe;1;0
28404;Virginia Williams;2;0
28405;Elena Bellocchio;0;1
28406;Mirta Ibarra;1;0
28407;Antonio Frasca Spada;0;1
28408;Arthur Shields;0;1
28409;Madeleine Renaud;2;2
28410;Claes Kastholm Hansen;0;5
28411;Kayli Carter;0;1
28412;Zeudi Araya;2;3
28413;Murat Karasu;1;0
28414;Tiffany Haddish;4;0
28415;Peter Plaugborg;0;1
28416;Benjamin Mouton;0;1
28417;William Frawley;1;0
28418;Bokeem Woodbine;1;2
28419;Tecla Scarano;1;3
28420;Robert Hundar;1;1
28421;Iya Savvina;0;2
28422;Christopher Lawford;1;1
28423;Enrico Sanna;0;1
28424;Denis Menochet;0;5
28425;Silvio Comis;0;1
28426;Neill Fearnley;1;0
28427;Cinzia Cannarozzo;1;0
28428;Richard Pierce;1;0
28429;Natascia Macchniz;1;0
28430;Claire Bouanich;1;0
28431;Eugen Rex;0;1
28432;Ruth Sheen;2;0
28433;Jim Rash;1;0
28434;Danny Strong;1;0
28435;Jianbin Chen;0;1
28436;Paul Douglas;5;4
28437;David Lifschitz;1;0
28438;Roberta Stellato;0;1
28439;Luke Grimes;1;11
28440;Vincent Ventresca;0;1
28441;Anthony Sonigo;2;0
28442;Nicolas Coster;0;1
28443;Emi Kuroda;1;0
28444;Florence Blot;1;0
28445;José Wilker;1;0
28446;Felipe Castro;0;1
28447;John Calvin;1;0
28448;Lyman Ward;1;0
28449;Ester Rada;0;2
28450;Joie Lee;0;1
28451;Michael Goodliffe;0;2
28452;Wolfgang Stumph;1;0
28453;Amparo Noguera;0;5
28454;Aly Michalka;3;0
28455;Kyle;0;2
28456;Faye Dunaway;4;6
28457;RZA;3;2
28458;Alessandra Amoroso;1;0
28459;Jeremy Tessier;0;1
28460;Ron Funches;0;2
28461;Dean Stockwell;4;2
28462;Grethe Weiser;2;0
28463;Chiara Nicola;1;0
28464;Liliana Bottone;1;0
28465;Alex Kendrick;1;0
28466;Mireille Perrier;0;4
28467;Velta Line;0;1
28468;Susan Tyrrell;2;3
28469;Kô Shibasaki;1;0
28470;Darryl Armbruster;0;1
28471;Alice Torriani;2;1
28472;Antiniska Nemour;0;1
28473;Kamber Hejlik;1;0
28474;Zohra Sehgal;1;0
28475;Lisa Mueller;0;1
28476;Priscilla Dean;0;1
28477;Elyas M'Barek;3;1
28478;Giovanni Ribisi;8;3
28479;Ingeborg Schöner;1;0
28480;Caroline Goodall;3;6
28481;Gianpiero Cognoli;1;0
28482;Gianni Minervini;1;0
28483;Jsu Garcia;1;0
28484;Mark Margolis;1;7
28485;Edoardo Faieta;2;0
28486;André S. Labarthe;1;1
28487;Valentina Persia;1;0
28488;Jessica Rothe;1;0
28489;Lily James;1;3
28490;Simona Malato;0;1
28491;Tim Eddis;0;1
28492;Alejandro Jodorowsky;0;2
28493;Geneviève Mnich;1;1
28494;Markus Schleinzer;0;2
28495;Roger Olsen Likvern;1;0
28496;Maurizio Francone;1;0
28497;Camilla Ferranti;1;0
28498;Steve Baës;1;0
28499;Shûgo Oshinari;0;2
28500;Gioia Scola;0;1
28501;Debby Ryan;1;3
28502;Jeff O'Donnell;0;1
28503;Fabio Caressa;1;0
28504;Casey Affleck;4;3
28505;Karla Cecilia Alvarado;0;1
28506;Teri Wyble;0;1
28507;Alessandro Roja;6;1
28508;Noel le Bon;0;1
28509;Fred MacMurray;5;1
28510;Robert Brown;0;4
28511;Lewis J. Stadlen;1;0
28512;Flora Medini;1;0
28513;Sergio Parralejo;1;0
28514;Umberto Bortolani;1;0
28515;Tamás Jordán;0;2
28516;Priscilla Shirer;0;1
28517;Kevin Carolan;1;0
28518;Aaron Blakely;0;3
28519;May Dlamini;1;0
28520;Alistair Petrie;0;1
28521;Nancy Walters;1;0
28522;Mildred Dunnock;0;3
28523;Misa Watari;0;1
28524;Maria Schell;0;2
28525;Elsa Pataky;0;1
28526;Larry Pine;0;1
28527;Fabio Bussotti;0;1
28528;Mathilda May;1;0
28529;Naomasa Musaka;0;1
28530;Osvaldo Valenti;1;0
28531;Trish Van Devere;1;0
28532;Anna Romantowska;1;0
28533;Marshall Efron;1;0
28534;Isa Gallinelli;1;0
28535;Eugenio Battaglia;1;0
28536;Mateo Cili;0;3
28537;Ruzan Mesropyan;1;0
28538;Hassan Akkouch;0;1
28539;Youngar Fall;1;0
28540;Tim Draxl;1;0
28541;Marlee Matlin;1;1
28542;Edward Dziewonski;0;1
28543;Geraldine Chaplin;3;11
28544;Chaoming Cui;0;2
28545;Irina Gubanova;0;4
28546;Cristóbal Pinto;1;2
28547;Dave Atkins;1;0
28548;R.H. Thomson;0;2
28549;Jean Benguigui;2;1
28550;Dragan Bakema;0;1
28551;Francesca P. Roberts;1;0
28552;Michel Masiero;1;0
28553;Luigi Giuliani;2;0
28554;Renata Dancewicz;0;1
28555;Richard Hart;0;2
28556;Philip Anglim;1;0
28557;Rina Morelli;0;4
28558;Aggelos Papadimitriou;0;2
28559;Carmen Electra;4;2
28560;Edward Chapman;1;2
28561;Olga Solbelli;2;4
28562;Allen O. Battle III;1;0
28563;Lui Manansala;0;2
28564;John Sayles;0;1
28565;Ryoo Joon-Yeol;0;2
28566;Alexa Gerasimovich;1;0
28567;Bryant Tardy;1;0
28568;Attilio Duse;0;1
28569;Masatô Ibu;1;0
28570;Raúl Cimas;1;0
28571;Jean-Paul Comart;0;1
28572;Miriam A. Hyman;0;1
28573;Ronit Elkabetz;2;0
28574;Jean Pierre Kalfon;1;0
28575;Jacob Hauberg Lohmann;0;1
28576;Julee Cerda;0;2
28577;Vincenzo Cerami;1;0
28578;Willard Robertson;1;0
28579;Davide Gemmani;1;1
28580;Hattie Morahan;0;3
28581;Mo McRae;0;3
28582;Elías Collado;0;1
28583;Richard Dormer;0;2
28584;Edea Darcque;0;3
28585;Shamier Anderson;0;1
28586;Martina Liberti;0;1
28587;Georges Ardisson;3;0
28588;Gert Fröbe;3;0
28589;Vrajesh Hirjee;1;0
28590;Jack Kyle;1;0
28591;Micol Azzurro;2;0
28592;Fabrizio Capucci;1;0
28593;Carolina Pavone;1;0
28594;Maya Mulas;0;1
28595;Sada Thompson;0;1
28596;Anna Colwell;1;2
28597;Abdulwareth Asar;0;1
28598;Chloe Endean;0;1
28599;Alexis Knapp;3;0
28600;Nathalie Pozas;1;0
28601;Avshalom Pollak;0;1
28602;Blake Borders;0;1
28603;Peter Capaldi;1;1
28604;Lu Man San;0;4
28605;Michael Coby;1;0
28606;Edward Platt;0;1
28607;Farida Khelfa;0;1
28608;Dubravka Kovjanic;0;1
28609;Pascale Arbillot;6;1
28610;Sara Forestier;1;3
28611;Leanne Best;0;4
28612;Atsuki Takuro;0;1
28613;Maximilien Jouret-Maron;0;1
28614;Amber Wallace;1;0
28615;Mimmo Mancini;2;2
28616;Jamie Flanery;1;0
28617;Francesco De Rosa;3;0
28618;Mike Birbiglia;3;1
28619;Daphne Alexander;0;1
28620;Mark Forward;1;0
28621;Ed Bruce;0;1
28622;Analeigh Tipton;3;4
28623;Mahia Zrouki;0;1
28624;Saskia Dillais de Melo;1;0
28625;Marty Feldman;5;0
28626;Bingbing Li;0;1
28627;Chloe Sirene;0;1
28628;Ronald Russell;1;0
28629;Nazzareno Natale;1;0
28630;Ashley Hale;0;3
28631;Niko Vakkuri;0;2
28632;Adam LeFevre;1;0
28633;Ilia Volok;1;0
28634;Sally Jackson;0;2
28635;Vicky Krieps;0;2
28636;John Bernhardt;0;1
28637;Jason Lew;0;2
28638;Gigi Leung;0;1
28639;Massimo Totola;0;1
28640;Charles Lane;5;0
28641;Shana Hart;0;1
28642;Gitte Lind;0;5
28643;Kirsten Dunst;13;12
28644;Lucio Dalla;2;1
28645;Mirko Petrini;0;1
28646;Emma Kantor;0;1
28647;Ruth Ford;1;0
28648;Edoardo Gabbriellini;4;0
28649;Stephen Odubola;0;1
28650;Molly Hagan;1;5
28651;Landon Liboiron;0;1
28652;Arthur Hill;0;1
28653;Johanna Polley;0;1
28654;András Gyémánt;0;2
28655;Ronit Roy;0;3
28656;Jamal Mixon;1;0
28657;Francesco Venditti;5;6
28658;Melora Walters;4;6
28659;Martin Brambach;0;3
28660;Stephen Chow;1;0
28661;Douangmany Soliphanh;0;2
28662;Dean Selmier;0;2
28663;Deirdre Lovejoy;0;1
28664;Shôko Nakagawa;0;1
28665;Charles Ruggles;6;0
28666;Paulina Gaitan;0;2
28667;Andrea Miglio Risi;1;0
28668;Lellêzinha;0;1
28669;Pietro Masotto;1;0
28670;Cyrus Abidi;1;0
28671;Marek Kepinski;0;1
28672;Jemaine Clement;3;1
28673;Preston Bailey;0;1
28674;Paolo Celli;0;1
28675;Hava Ortman;0;2
28676;Yaniv Biton;1;0
28677;Anna Carena;1;0
28678;Reginald Gardiner;3;0
28679;Ian Hopps;1;0
28680;Robert Seeliger;0;1
28681;Lois de Jong;0;1
28682;Alexandra Perry;0;1
28683;Ali Khan Ataee;0;1
28684;Tim Lewis;0;1
28685;Dylan Smith;0;2
28686;Matthew Boulton;0;1
28687;Xavier Dolan;0;3
28688;Jouman Fattal;1;0
28689;Jun Fujikawa;0;1
28690;Christina Ricci;8;1
28691;Doc Whitney;1;0
28692;Jan Cornet;0;2
28693;Heath Ledger;2;1
28694;Sergej Stoljarov;0;1
28695;Billie Burke;2;0
28696;Tara Haggiag;0;1
28697;Gordon Westcott;0;2
28698;Tushka Bergen;1;2
28699;Luc Charbonnier;1;0
28700;David Opatoshu;0;1
28701;Yasmin Paige;1;1
28702;Susanna Pasolini;0;2
28703;Eduardo Moscovis;0;1
28704;Lucia Mascino;15;12
28705;Jae-hyeong Jeon;1;0
28706;Debra Berger;0;1
28707;Vito Mancini;1;0
28708;Alessia Barela;3;3
28709;Antoine Simony;0;1
28710;Michael Baseleon;0;2
28711;Marcel Lévesque;1;0
28712;Sophie Bredier;0;1
28713;Tae-kyung Oh;1;0
28714;Nicolas Sartous;0;1
28715;Tomoko Ito;0;1
28716;Alex Fondja;1;0
28717;Simon Scott;0;1
28718;Edoardo Di Lernia;1;0
28719;Angelica Borghese;2;0
28720;Trevor Blumas;1;0
28721;Laufey Elíasdóttir;0;1
28722;Aaron Angus;0;1
28723;Lola Pagnani;1;0
28724;Mario Ernesto Sánchez;0;2
28725;Thogun;0;1
28726;Piero Lulli;0;2
28727;Götz Schubert;0;2
28728;Maureen O'Sullivan;3;4
28729;Christian Stokes;1;0
28730;Milan Peschel;0;1
28731;Vincent Dedienne;2;0
28732;Greta Menchi;1;0
28733;Elena Tricoli;1;0
28734;Mike Bacarella;1;0
28735;Angela Cerveira;0;1
28736;Mehmet Mola;0;1
28737;Lauren Stamile;1;0
28738;Sarah Miles;2;3
28739;Jerry Flynn;1;0
28740;Daisy Broom;0;2
28741;Packy Lee;0;1
28742;Julien Rochefort;0;1
28743;Behzad Dourani e gli abitanti del villaggio di Siah Dareh;0;1
28744;Michiyo Aratama;0;1
28745;Eugene Lipinski;1;1
28746;Emilio Gavira;0;1
28747;Joey Lauren Adams;3;3
28748;Wilbur Fitzgerald;1;0
28749;Peter Gonzales;0;1
28750;Tadashi Torii;0;1
28751;Lio;1;1
28752;Paul Kent;0;2
28753;Rosamund Pike;4;4
28754;Anjorka Strechel;0;1
28755;Dan Gunther;1;0
28756;Ida Ursin-Holm;0;2
28757;Charles Bronson;2;3
28758;Sidse Babett Knudsen;1;2
28759;Mary McCormack;4;1
28760;Katelijne Verbeke;1;0
28761;Tanner Langdeau;0;2
28762;Neil D'Souza;1;0
28763;Andrzej Chyra;0;3
28764;Alexandre Vella;1;0
28765;Vanessa Hidalgo;1;0
28766;Lea Draeger;0;1
28767;Gianni Cajafa;1;0
28768;Ibrahim Frege;0;1
28769;Julien Cottereau;1;0
28770;Santosh Dutta;1;0
28771;Chloé Catoen;0;1
28772;Masatoshi Nagase;1;0
28773;Maureen Flannigan;0;1
28774;Antoine Vitez;1;1
28775;Robert Alexander Baer;1;0
28776;Stefan Mølholt;0;1
28777;Germaine Acogny;0;2
28778;Aaron Carter;1;0
28779;Jonas Vaitkus;0;1
28780;James Read;1;0
28781;Rosaria Danzé;0;1
28782;Susie Abromeit;0;2
28783;Lee Weaver;1;0
28784;Erica Ash;1;0
28785;Rudi Davies;1;0
28786;Claire Boom;1;0
28787;Toni Berger;1;0
28788;Isa Hochgerner;0;2
28789;Keaton Nigel Cooke;1;0
28790;Crystal Reed;0;1
28791;Willard E. Pugh;0;1
28792;Natalya Onishenko;0;1
28793;Júlia Gomes;1;0
28794;Kathleen Maguire;1;3
28795;Stella Arroyave;0;1
28796;Elena Martini;1;0
28797;Harriet Walter;2;5
28798;Silvia Traversi;1;0
28799;Yoko Tani;1;3
28800;AnnaSophia Robb;2;1
28801;Alice David;2;0
28802;Abhishek Bachchan;2;0
28803;Forrest Goodluck;0;3
28804;Joseph Huang;0;1
28805;Nimisha Sajayan;0;1
28806;Vittorio Sanipoli;2;3
28807;Robert Capron;3;0
28808;Augusto Zucchi;2;3
28809;Ali MacGraw;2;1
28810;Sammi Cheng;1;1
28811;Nico di Rienzo;1;0
28812;Loredana Fabriani;1;0
28813;Moshe Ivgi;0;1
28814;Gaspard Manesse;0;1
28815;Barkhad Abdi;0;1
28816;Costas Mandylor;0;2
28817;Audrey Mason-Hyde;0;2
28818;Jennifer Lawrence;3;4
28819;Lang Jeffries;0;2
28820;Mélanie Bernier;3;0
28821;Slavko Sobin;0;1
28822;Shizuko Takizawa;0;1
28823;Herbert Prikopa;0;1
28824;Crispian Chan;0;1
28825;Anita Blanch;0;2
28826;Amy Ferguson;1;0
28827;Assumpta Serna;1;1
28828;Dennis Cubic;0;2
28829;Victor McLaglen;2;2
28830;Carole Lombard;6;0
28831;Margaret Sullavan;1;1
28832;Margaret Avery;1;1
28833;Kate Haugh;1;0
28834;Wyatt Knight;2;0
28835;Pino Insegno;3;0
28836;Hermine Karagheuz;0;1
28837;Claudio Bigagli;8;7
28838;Giorgio Lopez;1;0
28839;Michael Kausch Henry Arnold;0;1
28840;Elham Korda;0;1
28841;Sandra Faleiro;0;1
28842;Emma Fuhrmann;2;0
28843;Deborah Kerr;6;9
28844;Patrick Hamilton;1;0
28845;Michelle N. Carter;0;1
28846;Vilmar Bieri;0;1
28847;Guido Caprino;1;3
28848;Michael Hooley;0;1
28849;Andrew Fiscella;0;1
28850;Maria Letizia Gazzoni;1;0
28851;Norman Reedus;0;4
28852;Danny Hoch;1;0
28853;Monica Zuccon;1;0
28854;Abu Bakaar Fofanah;0;1
28855;Sergio Hernández;1;4
28856;Larry Fessenden;0;1
28857;Jane McNeill;0;1
28858;Sidney Livingstone;1;0
28859;Matthieu Dahan;1;0
28860;John Gulager;1;1
28861;Paolo Calissano;0;2
28862;Joséphine Drai;2;0
28863;Brigitte Fossey;1;3
28864;Billy Gilbert;1;0
28865;May Robson;3;1
28866;Mark L. Young;2;0
28867;Robert Hatch;1;0
28868;Jayma Mays;2;0
28869;Setty Brosevelt;1;0
28870;Patrizio Pelizzi;3;0
28871;Calum Cormack;1;0
28872;Kevin Magrì;1;0
28873;Dominika Paleta;0;1
28874;Piotta;1;0
28875;Daniel Burress;1;0
28876;João Vicente;0;1
28877;Harry Belafonte;0;4
28878;Dorian Gray;8;1
28879;Riccardo Lupo;1;0
28880;Thomas Langmann;1;0
28881;Joel McCrea;4;1
28882;Michael Gough;1;2
28883;Bud Cort;4;0
28884;Raymond Bouchard;1;0
28885;Nathaniel Arcand;1;0
28886;Michel Voïta;0;2
28887;Bruno Lochet;2;3
28888;Mary Munday;0;2
28889;Jean-Robert Bourdage;0;1
28890;Sam Shepard;3;9
28891;Antonio Crast;0;1
28892;Marianna Cogo;1;0
28893;Nikolai Cherkasov;1;0
28894;Ellie Raab;0;1
28895;Justine Mitchell;1;0
28896;Elisa Cegani;2;9
28897;Francesco Benigno;1;2
28898;Miki Vouk;1;0
28899;Clara Calamai;1;6
28900;Eric Bram;1;0
28901;Lynn Cohen;2;1
28902;Emma Bolger;0;2
28903;Villanueva Cosse;1;0
28904;Rafa Castejón;1;0
28905;Tilda Swinton;6;10
28906;Elena An;0;2
28907;Yardly Kavanagh;1;0
28908;Jenna Fischer;3;0
28909;Michael Strixner;0;1
28910;Johanna Igel;1;0
28911;Zoe Levin;0;3
28912;Michael Berryman;0;1
28913;Alejandro Ramirez;1;0
28914;Clark Middleton;0;1
28915;Costantino Seghi;0;2
28916;Taketoshi Naitô;0;1
28917;Hout Sithorn;0;2
28918;Dame May Witty;1;0
28919;Miguel Loureiro;0;3
28920;Bruce Myers;0;1
28921;Johnny Knoxville;13;0
28922;Tatyana Ali;2;0
28923;Augusta Merighi;0;1
28924;Mickael Lumière;1;0
28925;Ermanno Vaglietti;1;0
28926;Pell James;0;1
28927;Robert Arnoux;1;1
28928;Kathleen O'Regan;0;1
28929;Serena Gordon;0;1
28930;Vita Bandini;1;0
28931;Virginia Belmont;0;1
28932;Vinicio Sofia;0;1
28933;Victoria Hill;0;3
28934;Sebastian Roché;1;0
28935;Laurence Cote;2;1
28936;Julianna Gamiz;1;0
28937;Max Von Sydow;2;15
28938;Ryan Merriman;1;3
28939;Daisy Donovan;1;0
28940;Alexys Nycole Sanchez;1;0
28941;Michael Dorn;1;0
28942;Friederike Kempter;1;0
28943;Max Showalter;2;0
28944;George 'Spanky' McFarland;1;0
28945;Brandon López;0;1
28946;Kamatari Fujiwara;0;1
28947;Desiree April Connolly;1;0
28948;Gianmaria Biancuzzi;1;0
28949;Nur Rubio;0;1
28950;Alec Baldwin;17;11
28951;Thierry Neuvic;2;5
28952;Rene Kirby;1;0
28953;Robert LaSardo;1;0
28954;William Schallert;1;0
28955;Bill Hodnett;1;0
28956;Clelia Rossi Marcelli;0;1
28957;Jirí Machácek;1;0
28958;Roy Cheung;1;0
28959;Fairuza Balk;3;1
28960;Patrick Wayne;1;0
28961;Wadeck Stanczak;1;3
28962;Pierre Rochefort;1;0
28963;Guy Decomble;1;0
28964;Jim Norton;1;0
28965;Koichi Sato;0;2
28966;Viorica Voda;1;0
28967;Lorn MacDonald;0;1
28968;Jurij Ferrini;1;0
28969;Tom McElroy;0;1
28970;Tobias Almborg;1;0
28971;Kenny Kuo;0;1
28972;Vittoria Dal Verme;0;1
28973;Michael Emil;1;1
28974;Silla Bettini;0;3
28975;Sagiri Arima;0;1
28976;Franz Hubler;0;3
28977;Jaime Vadeil;1;0
28978;Luli Bitri;0;1
28979;Sally Scott;0;1
28980;Yvi Dachary-Le Béon;1;0
28981;Cyro Rossi;1;0
28982;Alberto Vecchietti;1;0
28983;Steve Evets;0;2
28984;Aldo Sassi;1;0
28985;Francesca Faiella;1;0
28986;Abraham Taylor;1;0
28987;Joan Bennett;3;1
28988;Ken James;1;0
28989;Ioana Ana Macaria;0;1
28990;Loredana Berté;3;0
28991;Clara Colosimo;5;0
28992;Satya Bhabha;2;2
28993;Rocco Hunt;0;1
28994;Wendell Pierce;1;0
28995;Hernán Mauricio Ocampo;0;2
28996;Stella Gonet;0;1
28997;Cleveland Berto;0;2
28998;Malik Barnhardt;1;0
28999;Luigi Ciardo;0;2
29000;Kate Simses;1;0
29001;Dylan Moran;5;0
29002;Mary Testa;1;0
29003;Jeroen Spitzenberger;0;1
29004;Paolo Ciarchi;1;0
29005;Clelia Rondinella;3;0
29006;Ali Mahfiche;0;1
29007;Viviane de Muynck;0;1
29008;Melanie Peres;0;1
29009;Virginia Diop;1;0
29010;José María Yazpik;1;0
29011;Ben Attal;1;2
29012;Morgan Overton;0;1
29013;John Belushi;3;0
29014;Jo Prestia;0;1
29015;Corrado Invernizzi;2;1
29016;Erin Flannery;1;0
29017;Hara Kotsali;0;1
29018;Nikolaj Grinko;0;1
29019;Camila Perissé;0;1
29020;James Faulkner;1;0
29021;Steve Driesen;0;1
29022;Levente Törköly;0;1
29023;Djimon Hounsou;1;0
29024;Jacques Roux;1;0
29025;Paul Biensfeldt;1;0
29026;Nicolette Sheridan;2;0
29027;Andrea Belissario;1;0
29028;Hachemi Abdelmalek;0;1
29029;Thibault de Montalembert;1;2
29030;Michel Vitold;0;2
29031;Paolo Turco;1;2
29032;Karen Arthur;0;1
29033;Pere Abelló;0;1
29034;Charlie Schlatter;1;0
29035;Tom Conway;1;0
29036;Ralph Palka;2;1
29037;Mariano Nieddu;0;1
29038;Jennifer Poli;1;0
29039;Elzbieta Okupska;0;1
29040;Lia Bugnar;0;3
29041;Eamonn Walker;0;2
29042;Benedikte Hansen;0;3
29043;Jefferson Guzman;0;2
29044;Yanti Somer;1;0
29045;Sam Medina;1;0
29046;Tor Halvor Halvorsen;0;1
29047;Eric Idle;7;0
29048;Roberto Brunetti;1;2
29049;David Hasselhoff;1;0
29050;Julien Frison;1;0
29051;Alvise Marascalchi;1;0
29052;Héléna Noguerra;1;0
29053;Luca Saccoia;0;1
29054;Pál Hetényi;0;1
29055;Giovanna Claudia Mongino;0;2
29056;Carla Calò;2;1
29057;Jean Poiret;1;2
29058;Ying Fang;0;1
29059;Martin Kurz;1;0
29060;Christine Boisson;1;2
29061;Tim Hovey;1;0
29062;Hongjian Hao;0;1
29063;Claudia Della Seta;1;0
29064;Arianna Bergamaschi;1;0
29065;Svetlana Metkina;1;0
29066;Ryan Brodie;0;1
29067;Ajay Chhabra;1;0
29068;Pierre Dux;1;0
29069;Francesca Agostini;2;0
29070;Michelle Ang;1;1
29071;Randy Havens;0;1
29072;Tang Yang;0;1
29073;Jeremy Blackman;0;1
29074;Amir Arison;1;0
29075;Junio Valverde;1;0
29076;Yuriko Yoshitaka;0;1
29077;Anne Bancroft;5;12
29078;Tsuru Aoki;0;1
29079;Narisa Suzuki;1;0
29080;Malik Zidi;1;2
29081;Daniele Cecchi;0;1
29082;Jaishon Fisher;0;1
29083;Annabeth Gish;3;0
29084;Carmen Molina;0;1
29085;Caroline Peters;0;2
29086;Rita Lengyel;0;1
29087;Carlos Areces;6;0
29088;Heidemarie Hatheyer;0;1
29089;Daniel Lundh;0;2
29090;Saturno Meletti;0;1
29091;Chris Gethard;1;0
29092;Gustaf Hammarsten;0;1
29093;Gavin Brocker;1;0
29094;Sisqo;1;0
29095;Graham Norton;1;0
29096;Christian Marazziti;1;1
29097;Donald Logue;0;1
29098;Jorunn Kjellsby;1;0
29099;Mauro Negrini;1;0
29100;Boris Barnet;1;1
29101;Lauren Bittner;1;0
29102;Sophie Vouzelaud;1;0
29103;Michael Douglas;9;4
29104;Fran Fuentes;1;0
29105;Clancy Brown;1;4
29106;Charlotta Larsson;1;0
29107;Hae-hyo Kwon;0;2
29108;Sharon Angela;1;0
29109;Jonathan Stark;0;3
29110;Sylvain Le Mynez;0;1
29111;Ryan Falconer;1;0
29112;Nives Ivankovic;0;1
29113;Anastasiya Lysak;1;0
29114;Sovann Tho;0;2
29115;Peggy Cummins;1;0
29116;Oldoz Javidi;0;1
29117;Harold Pinter;0;1
29118;Corrie Danieley;0;1
29119;Andy Griffith;1;1
29120;Lorenzo Porzi;1;0
29121;Carolina Signore;1;0
29122;Bruce Altman;1;3
29123;Taylor Hickson;0;1
29124;Jaime Calpe;0;2
29125;Oleg Bakhrutdinov;0;2
29126;Vera Furlan;0;2
29127;Corey Allen;0;2
29128;Gerardo Panipucci;0;1
29129;Jack Thompson;0;2
29130;Johnny Sekka;0;1
29131;Fannie Flagg;1;0
29132;Pam Grier;1;2
29133;Clotilde Mollet;2;1
29134;Kirsten Hemmingsen;0;5
29135;Ilaria Occhini;6;1
29136;Jay Baruchel;6;1
29137;Geraldine Viswanathan;0;1
29138;Joe Bucaro III;1;0
29139;Sneha Amin;0;1
29140;Justine Clarke;0;1
29141;Beatrice Maione;1;0
29142;Oliver Andelkovic;0;1
29143;Edouard Dermithe;0;1
